Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation
404,Luxio,Electric,,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,"Rivalry, Intimidate, Guts",120,"50% male, 50% female",4
405,Luxray,Electric,,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,"Rivalry, Intimidate, Guts",45,"50% male, 50% female",4
406,Budew,Grass,Poison,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","Natural Cure, Poison Point, Leaf Guard",255,"50% male, 50% female",4
407,Roserade,Grass,Poison,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.","Natural Cure, Poison Point, Technician",75,"50% male, 50% female",4
408,Cranidos,Rock,,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,"Mold Breaker, Sheer Force",45,"87.5% male, 12.5% female",4
409,Rampardos,Rock,,Its powerful head butt has enough power to shatter even the most durable things upon impact.,"Mold Breaker, Sheer Force",45,"87.5% male, 12.5% female",4
410,Shieldon,Rock,Steel,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,"Sturdy, Soundproof",45,"87.5% male, 12.5% female",4
411,Bastiodon,Rock,Steel,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,"Sturdy, Soundproof",45,"87.5% male, 12.5% female",4
412,Burmy,Bug,,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","Shed Skin, Overcoat",120,"50% male, 50% female",4
413,Wormadam,Bug,Grass,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","Anticipation, Overcoat",45,"0% male, 100% female",4
414,Mothim,Bug,Flying,It loves the honey of flowers and steals honey collected by COMBEE.,"Swarm, Tinted Lens",45,"100% male, 0% female",4
415,Combee,Bug,Flying,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.,"Honey Gather, Hustle",120,"87.5% male, 12.5% female",4
416,Vespiquen,Bug,Flying,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,"Pressure, Unnerve",45,"0% male, 100% female",4
417,Pachirisu,Electric,,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,"Run Away, Pickup, Volt Absorb",200,"50% male, 50% female",4
418,Buizel,Water,,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,"Swift Swim, Water Veil",190,"50% male, 50% female",4
419,Floatzel,Water,,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,"Swift Swim, Water Veil",75,"50% male, 50% female",4
420,Cherubi,Grass,,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",Chlorophyll,190,"50% male, 50% female",4
421,Cherrim,Grass,,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.,Flower Gift,75,"50% male, 50% female",4
422,Shellos,Water,,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed.","Sticky Hold, Storm Drain, Sand Force",190,"50% male, 50% female",4
423,Gastrodon,Water,Ground,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.","Sticky Hold, Storm Drain, Sand Force",75,"50% male, 50% female",4
424,Ambipom,Normal,,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.","Technician, Pickup, Skill Link",45,"50% male, 50% female",4
425,Drifloon,Ghost,Flying,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons.","Aftermath, Unburden, Flare Boost",125,"50% male, 50% female",4
426,Drifblim,Ghost,Flying,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go.","Aftermath, Unburden, Flare Boost",60,"50% male, 50% female",4
427,Buneary,Normal,,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,"Run Away, Klutz, Limber",190,"50% male, 50% female",4
428,Lopunny,Normal,,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,"Cute Charm, Klutz, Limber",60,"50% male, 50% female",4
429,Mismagius,Ghost,,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,Levitate,45,"50% male, 50% female",4
430,Honchkrow,Dark,Flying,"Becoming active at night, it is known to swarm with numerous MURKROW in tow.","Insomnia, Super Luck, Moxie",30,"50% male, 50% female",4
431,Glameow,Normal,,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,"Limber, Own Tempo, Keen Eye",190,"25% male, 75% female",4
432,Purugly,Normal,,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.,"Thick Fat, Own Tempo, Defiant",75,"25% male, 75% female",4
433,Chingling,Psychic,,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.,Levitate,120,"50% male, 50% female",4
434,Stunky,Poison,Dark,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,"Stench, Aftermath, Keen Eye",225,"50% male, 50% female",4
435,Skuntank,Poison,Dark,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,"Stench, Aftermath, Keen Eye",60,"50% male, 50% female",4
436,Bronzor,Steel,Psychic,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,"Levitate, Heatproof, Heavy Metal",255,,4
437,Bronzong,Steel,Psychic,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.","Levitate, Heatproof, Heavy Metal",90,,4
438,Bonsly,Rock,,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.,"Sturdy, Rock Head, Rattled",255,"50% male, 50% female",4
439,Mime Jr.,Psychic,Fairy,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.","Soundproof, Filter, Technician",145,"50% male, 50% female",4
440,Happiny,Normal,,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,"Natural Cure, Serene Grace, Friend Guard",130,"0% male, 100% female",4
441,Chatot,Normal,Flying,"It can learn and speak human words. If they gather, they all learn the same saying.","Keen Eye, Tangled Feet, Big Pecks",30,"50% male, 50% female",4
442,Spiritomb,Ghost,Dark,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,"Pressure, Infiltrator",100,"50% male, 50% female",4
443,Gible,Dragon,Ground,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.","Sand Veil, Rough Skin",45,"50% male, 50% female",4
444,Gabite,Dragon,Ground,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,"Sand Veil, Rough Skin",45,"50% male, 50% female",4
445,Garchomp,Dragon,Ground,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","Sand Veil, Rough Skin",45,"50% male, 50% female",4
446,Munchlax,Normal,,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.","Pickup, Thick Fat, Gluttony",50,"87.5% male, 12.5% female",4
447,Riolu,Fighting,,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,"Steadfast, Inner Focus, Prankster",75,"87.5% male, 12.5% female",4
448,Lucario,Fighting,Steel,It has the ability to sense the auras of all things. It understands human speech.,"Steadfast, Inner Focus, Justified",45,"87.5% male, 12.5% female",4
449,Hippopotas,Ground,,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.","Sand Stream, Sand Force",140,"50% male, 50% female",4
450,Hippowdon,Ground,,It blasts internally stored sand from ports on its body to create a towering twister for attack.,"Sand Stream, Sand Force",60,"50% male, 50% female",4
451,Skorupi,Poison,Bug,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,"Battle Armor, Sniper, Keen Eye",120,"50% male, 50% female",4
452,Drapion,Poison,Dark,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,"Battle Armor, Sniper, Keen Eye",45,"50% male, 50% female",4
453,Croagunk,Poison,Fighting,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,"Anticipation, Dry Skin, Poison Touch",140,"50% male, 50% female",4
454,Toxicroak,Poison,Fighting,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,"Anticipation, Dry Skin, Poison Touch",75,"50% male, 50% female",4
455,Carnivine,Grass,,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.",Levitate,200,"50% male, 50% female",4
456,Finneon,Water,,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.","Swift Swim, Storm Drain, Water Veil",190,"50% male, 50% female",4
457,Lumineon,Water,,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,"Swift Swim, Storm Drain, Water Veil",75,"50% male, 50% female",4
458,Mantyke,Water,Flying,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,"Swift Swim, Water Absorb, Water Veil",25,"50% male, 50% female",4
459,Snover,Grass,Ice,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.","Snow Warning, Soundproof",120,"50% male, 50% female",4
460,Abomasnow,Grass,Ice,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,"Snow Warning, Soundproof",60,"50% male, 50% female",4
461,Weavile,Dark,Ice,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.","Pressure, Pickpocket",45,"50% male, 50% female",4
462,Magnezone,Electric,Steel,It evolved from exposure to a special magnetic field. Three units generate magnetism.,"Magnet Pull, Sturdy, Analytic",30,,4
463,Lickilicky,Normal,,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,"Own Tempo, Oblivious, Cloud Nine",30,"50% male, 50% female",4
464,Rhyperior,Ground,Rock,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,"Lightning Rod, Solid Rock, Reckless",30,"50% male, 50% female",4
465,Tangrowth,Grass,,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,"Chlorophyll, Leaf Guard, Regenerator",30,"50% male, 50% female",4
466,Electivire,Electric,,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.","Motor Drive, Vital Spirit",30,"75% male, 25% female",4
467,Magmortar,Fire,,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.","Flame Body, Vital Spirit",30,"75% male, 25% female",4
468,Togekiss,Fairy,Flying,It will never appear where there is strife. Its sightings have become rare recently.,"Hustle, Serene Grace, Super Luck",30,"87.5% male, 12.5% female",4
469,Yanmega,Bug,Flying,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes.","Speed Boost, Tinted Lens, Frisk",30,"50% male, 50% female",4
470,Leafeon,Grass,,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.","Leaf Guard, Chlorophyll",45,"87.5% male, 12.5% female",4
471,Glaceon,Ice,,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.","Snow Cloak, Ice Body",45,"87.5% male, 12.5% female",4
