Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation,HP,Attack,Defense,Sp. Atk,SP. Def,Speed,Total
346,Cradily,Rock,Grass,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,"Suction Cups, Storm Drain",45,"87.5% male, 12.5% female",3,86,81,97,81,107,43,495
347,Anorith,Rock,Bug,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.,"Battle Armor, Swift Swim",45,"87.5% male, 12.5% female",3,45,95,50,40,50,75,355
348,Armaldo,Rock,Bug,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,"Battle Armor, Swift Swim",45,"87.5% male, 12.5% female",3,75,125,100,70,80,45,495
349,Feebas,Water,,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers.","Swift Swim, Oblivious, Adaptability",255,"50% male, 50% female",3,20,15,20,10,55,80,200
350,Milotic,Water,,MILOTIC is said to be the most beautiful of all the POKéMON. It has the power to becalm such emotions as anger and hostility to quell bitter feuding.,"Marvel Scale, Competitive, Cute Charm",60,"50% male, 50% female",3,95,60,79,100,125,81,540
351,Castform,Normal,,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,Forecast,45,"50% male, 50% female",3,70,70,70,70,70,70,420
352,Kecleon,Normal,,KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can’t change the zigzag pattern on its belly.,"Color Change, Protean",200,"50% male, 50% female",3,60,90,70,60,120,40,440
353,Shuppet,Ghost,,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.","Insomnia, Frisk, Cursed Body",225,"50% male, 50% female",3,44,75,35,63,33,45,295
354,Banette,Ghost,,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,"Insomnia, Frisk, Cursed Body",45,"50% male, 50% female",3,64,115,65,83,63,65,455
355,Duskull,Ghost,,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.","Levitate, Frisk",190,"50% male, 50% female",3,20,40,90,30,90,25,295
356,Dusclops,Ghost,,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out.","Pressure, Frisk",90,"50% male, 50% female",3,40,70,130,60,130,25,455
357,Tropius,Grass,Flying,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.","Chlorophyll, Solar Power, Harvest",200,"50% male, 50% female",3,99,68,83,72,87,51,460
358,Chimecho,Psychic,,"CHIMECHO makes its cries echo inside its hollow body. When this POKéMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",Levitate,45,"50% male, 50% female",3,75,50,80,95,90,65,455
359,Absol,Dark,,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.","Pressure, Super Luck, Justified",30,"50% male, 50% female",3,65,130,60,75,60,75,465
360,Wynaut,Psychic,,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.","Shadow Tag, Telepathy",125,"50% male, 50% female",3,95,23,48,23,48,23,260
361,Snorunt,Ice,,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.","Inner Focus, Ice Body, Moody",190,"50% male, 50% female",3,50,50,50,50,50,50,300
362,Glalie,Ice,,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freeze moisture in the atmosphere into any shape it desires.","Inner Focus, Ice Body, Moody",75,"50% male, 50% female",3,80,80,80,80,80,80,480
363,Spheal,Ice,Water,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.","Thick Fat, Ice Body, Oblivious",255,"50% male, 50% female",3,70,40,50,55,50,25,290
364,Sealeo,Ice,Water,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,"Thick Fat, Ice Body, Oblivious",120,"50% male, 50% female",3,90,60,70,75,70,45,410
365,Walrein,Ice,Water,WALREIN’s two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON’s thick coat of blubber insulates it from subzero temperatures.,"Thick Fat, Ice Body, Oblivious",45,"50% male, 50% female",3,110,80,90,95,90,65,530
366,Clamperl,Water,,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.,"Shell Armor, Rattled",255,"50% male, 50% female",3,35,64,85,74,55,32,345
367,Huntail,Water,,HUNTAIL’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKéMON’s eyes can see clearly even in the murky dark depths of the ocean.,"Swift Swim, Water Veil",60,"50% male, 50% female",3,55,104,105,94,75,52,485
368,Gorebyss,Water,,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks.","Swift Swim, Hydration",60,"50% male, 50% female",3,55,84,105,114,75,52,485
369,Relicanth,Water,Rock,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.,"Swift Swim, Rock Head, Sturdy",25,"87.5% male, 12.5% female",3,100,90,130,45,65,55,485
370,Luvdisc,Water,,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.,"Swift Swim, Hydration",225,"25% male, 75% female",3,43,30,55,40,65,97,330
371,Bagon,Dragon,,"BAGON has a dream of one day soaring in the sky. In doomed efforts to fly, this POKéMON hurls itself off cliffs. As a result of its dives, its head has  grown tough and as hard as tempered steel.","Rock Head, Sheer Force",45,"50% male, 50% female",3,45,75,60,40,30,50,300
372,Shelgon,Dragon,,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy, making its movements sluggish.","Rock Head, Overcoat",45,"50% male, 50% female",3,65,95,100,60,50,50,420
373,Salamence,Dragon,Flying,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings.","Intimidate, Moxie",45,"50% male, 50% female",3,95,135,80,110,80,100,600
374,Beldum,Steel,Psychic,"Instead of blood, a powerful magnetic force courses throughout BELDUM’s body. This POKéMON communicates with others by sending controlled pulses of magnetism.","Clear Body, Light Metal",3,,3,40,55,80,35,60,30,300
375,Metang,Steel,Psychic,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power.","Clear Body, Light Metal",3,,3,60,75,100,55,80,50,420
376,Metagross,Steel,Psychic,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs.","Clear Body, Light Metal",3,,3,80,135,130,95,90,70,600
377,Regirock,Rock,,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.","Clear Body, Sturdy",3,,3,80,100,200,50,100,50,580
378,Regice,Ice,,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F.","Clear Body, Ice Body",3,,3,80,50,100,100,200,50,580
379,Registeel,Steel,,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.,"Clear Body, Light Metal",3,,3,80,75,150,75,150,50,580
380,Latias,Dragon,Psychic,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe.",Levitate,3,"0% male, 100% female",3,80,80,90,110,130,110,600
381,Latios,Dragon,Psychic,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.,Levitate,3,"100% male, 0% female",3,80,90,80,130,110,110,600
382,Kyogre,Water,,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.,Drizzle,3,,3,100,100,90,150,140,90,670
383,Groudon,Ground,,GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.,Drought,3,,3,100,150,140,100,90,90,670
384,Rayquaza,Dragon,Flying,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.",Air Lock,45,,3,105,150,90,150,90,95,680
385,Jirachi,Steel,Psychic,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening.",Serene Grace,3,,3,100,100,100,100,100,100,600
386,Deoxys,Psychic,,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.,Pressure,3,,3,50,150,50,150,50,150,600
387,Turtwig,Grass,,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.","Overgrow, Shell Armor",45,"87.5% male, 12.5% female",4,55,68,64,45,55,31,318
388,Grotle,Grass,,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.","Overgrow, Shell Armor",45,"87.5% male, 12.5% female",4,75,89,85,55,65,36,405
389,Torterra,Grass,Ground,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"Overgrow, Shell Armor",45,"87.5% male, 12.5% female",4,95,109,105,75,85,56,525
390,Chimchar,Fire,,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,"Blaze, Iron Fist",45,"87.5% male, 12.5% female",4,44,58,44,58,44,61,309
391,Monferno,Fire,Fighting,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.","Blaze, Iron Fist",45,"87.5% male, 12.5% female",4,64,78,52,78,52,81,405
392,Infernape,Fire,Fighting,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,"Blaze, Iron Fist",45,"87.5% male, 12.5% female",4,76,104,71,104,71,108,534
393,Piplup,Water,,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.","Torrent, Competitive",45,"87.5% male, 12.5% female",4,53,51,53,61,56,40,314
394,Prinplup,Water,,"It lives alone, away from others. Apparently, every one of them believes it is the most important.","Torrent, Competitive",45,"87.5% male, 12.5% female",4,64,66,68,81,76,50,405
395,Empoleon,Water,Steel,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,"Torrent, Competitive",45,"87.5% male, 12.5% female",4,84,86,88,111,101,60,530
396,Starly,Normal,Flying,"They flock in great numbers. Though small, they flap their wings with great power.","Keen Eye, Reckless",255,"50% male, 50% female",4,40,55,30,30,30,60,245
397,Staravia,Normal,Flying,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,"Intimidate, Reckless",120,"50% male, 50% female",4,55,75,50,40,40,80,340
398,Staraptor,Normal,Flying,It has a savage nature. It will courageously challenge foes that are much larger.,"Intimidate, Reckless",45,"50% male, 50% female",4,85,120,70,50,60,100,485
399,Bidoof,Normal,,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.","Simple, Unaware, Moody",255,"50% male, 50% female",4,59,45,40,35,40,31,250
